"","X","country","description","designation","points","price","province","region_1","region_2","taster_name","taster_twitter_handle","title","variety","winery","binned","stars"
"251",88664,"Spain","Dark, meaty aromas of blackberry, boysenberry, herbs and spice pave the way for a jammy, tannic palate that's jumbled in feel. Blueberry, mint, herb and briny flavors finish blocky, with herbal notes and heat. Drink this big-bodied offering through 2023.","Selección",91,42,"Northern Spain","Ribera del Duero",NA,"Michael Schachner","@wineschach","Arrocal 2011 Selección  (Ribera del Duero)","Tempranillo","Arrocal","3",2.75
"252",3390,"US","Lemon pith and ripe peach aromas are clouded under a distinctly medicinal tone of baby aspirin. While there is nice roundness to the palate and balanced acidity to boot, the flavors are mild showings of orchard fruit and lemon curd.","Wren Song",84,25,"Michigan","Lake Michigan Shore",NA,"Alexander Peartree",NA,"Wyncroft 2013 Wren Song Riesling (Lake Michigan Shore)","Riesling","Wyncroft","1",1
"253",9650,"South Africa","Herbal notes of fynbos, lime peel and green melon rind lead the nose and palate of this straightforward yet refreshing quaff. It's bright, lightweight and ready to drink now.",NA,85,14,"Stellenbosch",NA,NA,"Lauren Buzzeo","@laurbuzz","Beau Joubert 2013 Sauvignon Blanc (Stellenbosch)","Sauvignon Blanc","Beau Joubert","1",1.25
"254",42254,"US","Smoky aromas and a bold apricot flavor give this dry and seemingly light-bodied wine a distinct personality. Fermented in small concrete egg-shaped vats, it's far from simple and fruity, and instead offers great acidity and a tangy, tempting, appetizing personality.","Stepping Stones",89,27,"California","Santa Barbara County","Central Coast","Jim Gordon","@gordone_cellars","Prospect 772 2014 Stepping Stones Grenache Blanc (Santa Barbara County)","Grenache Blanc","Prospect 772","2",2.25
"255",46755,"US","Soft and still fairly tannic at the age of four–plus, with the herbal taste that often marks Alexander Valley Cabs. Yet there's enough blackberry, currant and cocoa richness to satisfy. Should develop over the next six years.","Estate Grown",87,35,"California","Alexander Valley","Sonoma",NA,NA,"Sausal 2005 Estate Grown Cabernet Sauvignon (Alexander Valley)","Cabernet Sauvignon","Sausal","2",1.75
"256",115427,"US","This wine seems quite reduced out of the gate, delivering aromas that prove distracting. The palate shows more depth with an array of pleasing dark fruit flavors.","Single Vineyard Series Katherine Leone Vineyard",87,45,"Washington","Wahluke Slope","Columbia Valley","Sean P. Sullivan","@wawinereport","Milbrandt 2014 Single Vineyard Series Katherine Leone Vineyard Syrah (Wahluke Slope)","Syrah","Milbrandt","2",1.75
"257",100620,"US","The late actor-turned-vintner's family keeps producing solid wines, including this bottling that offers earthy scents of beet juice and clove. The flavors are pomegranate-driven, with cardamom and allspice making the wine memorable and lasting on the finish.","Bien Nacido Vineyard",93,55,"California","Santa Maria Valley","Central Coast","Matt Kettmann","@mattkettmann","Fess Parker 2012 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley)","Pinot Noir","Fess Parker","4",3.25
"258",13597,"US","Savory whiffs of dried herbs, pine needles and dusty minerals open to a bright, delicately fruity palate of crisp tangerine and quince. Dry and spry, it offers brisk, cooling refreshment. Drink now–2017.","Estate Grown and Bottled Falling Man Vineyard Dry",87,40,"New York","Finger Lakes","Finger Lakes","Anna Lee C. Iijima",NA,"Keuka Lake Vineyards 2014 Estate Grown and Bottled Falling Man Vineyard Dry Riesling (Finger Lakes)","Riesling","Keuka Lake Vineyards","2",1.75
"259",45113,"US","While the nose is slightly savory with whiffs of dried herbs and stems, the palate on this Sauvignon Blanc is ripe with juicy white grapefruit and peach flavors. Sunny tangerine-lime acidity keeps the mid palate pert.",NA,85,18,"New York","Finger Lakes","Finger Lakes","Anna Lee C. Iijima",NA,"Hazlitt 1852 Vineyards 2012 Sauvignon Blanc (Finger Lakes)","Sauvignon Blanc","Hazlitt 1852 Vineyards","1",1.25
"260",32081,"Chile","Blueberry and boysenberry aromas blend with graham cracker and cardamon scents to give off an exotic nose. In the mouth, this is hard, narrow and tannic, with a grating overall feel and earthy, baked, limited flavors of blackberry and toast. A long, tannic finish is choppy in feel and monotone in flavor.","Alwa Limited Edition",88,35,"Cachapoal Valley",NA,NA,"Michael Schachner","@wineschach","Anakena 2010 Alwa Limited Edition Cabernet Sauvignon (Cachapoal Valley)","Cabernet Sauvignon","Anakena","2",2
"261",76764,"France","Ripe mirabelle fruit plays on the nose and leads onto a very rich, creamy but fresh palate. This is autolytic generosity set against bright lemony fruity freshness. The creamy mousse adds to the creaminess even more but also accentuates spiky lemon. The palate is bone dry but full of rich flavors. This is lovely now but will gain from bottle age. Drink 2017–2025.","Quintessence Extra Brut",92,35,"Alsace","Crémant d'Alsace",NA,"Anne Krebiehl MW","@AnneInVino","Domaine Charles Frey 2013 Quintessence Extra Brut Sparkling (Crémant d'Alsace)","Sparkling Blend","Domaine Charles Frey","3",3
"262",85996,"France","The wine is crisp, full of red berry fruit and lively acidity, with a smooth texture. This is terrific as an accompaniment to a summer meal or as an apéritif. The finish is deliciously fruity. Screwcap.","Terres de Saint-Lion",88,NA,"Provence","Coteaux Varois",NA,"Roger Voss","@vossroger","Les Maîtres Vignerons de Saint-Louis 2011 Terres de Saint-Lion Rosé (Coteaux Varois)","Rosé","Les Maîtres Vignerons de Saint-Louis","2",2
"263",43715,"US","This wine kept improving in the glass over a period of hours, and as it did so, the score kept rising. Initial scents of Bourbon barrel gave way to rich blueberry and black cherry fruit, set in a roasted, potent mix of darker flavors. Smoke, coffee liqueur, a whiff of stem, a streak of vanilla, all tightly wound and elevated with scents of citrus peel.",NA,93,32,"Washington","Columbia Valley (WA)","Columbia Valley","Paul Gregutt","@paulgwine ","JM Cellars 2009 Syrah (Columbia Valley (WA))","Syrah","JM Cellars","4",3.25
"264",41398,"France","While this wine comes out of the gate showing little but earth and dark fruit aromas, it lightens and develops more delineation with air, eventually revealing berry, plum and spice notes. Right now, the flavors are almost jammy, so purists may want to wait a few years before opening a bottle. Full-bodied, chewy and rich, this superripe Hermitage should age well for up to 15 years.","Ermitage",94,100,"Rhône Valley","Hermitage",NA,"Joe Czerwinski","@JoeCz","Maison Nicolas Perrin 2010 Ermitage  (Hermitage)","Syrah","Maison Nicolas Perrin","4",3.5
"265",59176,"US","A bit simple, but fruity and pleasant, with pineapple, vanilla, honeysuckle, peach, apricot and spice flavors. Chardonnay, Sauvignon Blanc and Gewürztraminer.","Bianco Di California",84,10,"California","California","California Other",NA,NA,"Ca' Momi 2008 Bianco Di California White (California)","White Blend","Ca' Momi","1",1
"266",14715,"Australia","It's nice to see high-quality dry Riesling at such a reasonable price. This does show some riper, peachier aromas and flavors than truly classic Eden Valley Riesling, but it remains true to the regional style, just more approachable. Drink now.","The Y Series",89,13,"South Australia","Barossa",NA,"Joe Czerwinski","@JoeCz","Yalumba 2015 The Y Series Riesling (Barossa)","Riesling","Yalumba","2",2.25
"267",94808,"Italy","Simple and clean, with bright a bright fruit flavor and a pretty flower note, this should pair with Thai spring rolls or smoked salmon appetizers. The perlage is fine, soft and creamy.","Extra Dry",87,18,"Veneto","Conegliano Valdobbiadene Prosecco Superiore",NA,NA,NA,"Drusian NV Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore)","Glera","Drusian","2",1.75
"268",111791,"Italy","Vibrant and linear, this opens with aromas of leafy underbrush, moist soil, woodland berry and chopped herb. The luminous, graceful palate is all about freshness and elegance, offering crunchy red cherry, star anise and white pepper alongside bright acidity and firm refined tannins. Drink 2018–2030.",NA,90,32,"Piedmont","Lessona",NA,"Kerin O’Keefe","@kerinokeefe","Tenute Sella 2010  Lessona","Red Blend","Tenute Sella","3",2.5
"269",11535,"Argentina","Given the local competition, this Pinot Noir-dominated sparkler is pretty good. It has a peachy color along with creamy aromas that might be a little oxidized but are soft and easy nonetheless. The palate feel is frothy, while the flavors are of peach pits and underripe cantaloupe. Finishes dry and lively.","Método Tradicional Extra Brut",86,16,"Mendoza Province","Mendoza",NA,"Michael Schachner","@wineschach","Viniterra NV Método Tradicional Extra Brut  (Mendoza)","Champagne Blend","Viniterra","1",1.5
"270",75523,"Australia","From dry-grown vines planted in 1973, this is classic Yarra Yering Shiraz, boasting hints of cracked pepper, earthy notes of root vegetables and hints of brown-sugar oak. It's medium bodied and crisp, with peppery, plummy, cigarbox flavors and a long, mouthwatering finish. Drink now–2025.","Underhill",93,90,"Victoria","Yarra Valley",NA,"Joe Czerwinski","@JoeCz","Yarra Yering 2010 Underhill Shiraz (Yarra Valley)","Shiraz","Yarra Yering","4",3.25
"271",62561,"US","Inky dark and tannic now, this 100% Cabernet, aged in 50% new French oak barrels, seems aimed for the cellar. It's tough as nails now, but has an enormous heart of cassis. Give this low-production wine a good 4–6 years of aging.",NA,88,48,"California","Napa Valley","Napa",NA,NA,"C. Beck 2005 Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","C. Beck","2",2
"272",115823,"South Africa","Brambly plum and red berry aromas and a lush, full palate make this both approachable and great to drink on its own. Plum, berry and pepper on the palate are smooth and elegant, and the finish is soft and poised.",NA,87,23,"Swartland",NA,NA,"Susan Kostrzewa","@suskostrzewa","Spice Route 2005 Pinotage (Swartland)","Pinotage","Spice Route","2",1.75
"273",112017,"US","High alcohol gives this wine a hot, glyceriney sweetness, and the blackberry fruit flavors veer into Porty raisins. Anyway you slice it, it's overripe.",NA,82,33,"California","Paso Robles","Central Coast",NA,NA,"Sextant 2007 Petite Sirah (Paso Robles)","Petite Sirah","Sextant","0",0.5
"274",80042,"France","The nose gives little away and is very shy. The palate, however, is a paradigm on lemony freshness—of textured candied lemon and pear richness and great concentration. All of the richness of Pinto Gris is present, but it is carried aloft by zesty citrus freshness to strike a note of harmonious tangy balance. The finish shimmers with pear, earth and spice.","Wiebelsberg Grand Cru",92,53,"Alsace","Alsace",NA,"Anne Krebiehl MW","@AnneInVino","Domaine Gresser 2013 Wiebelsberg Grand Cru Pinot Gris (Alsace)","Pinot Gris","Domaine Gresser","3",3
"275",63426,"US","This is a big, meaty wine that wears its youthfulness on its sleeve, showing a touch of reduction and assertive oak. Beneath its wall of ripeness, black licorice, cherry and pomegranate characteristics are buoyed by a depth of thick tannin.","Manzana Vineyard",90,56,"California","Green Valley","Sonoma","Virginie Boone","@vboone","MacRostie 2014 Manzana Vineyard Pinot Noir (Green Valley)","Pinot Noir","MacRostie","3",2.5
"276",67814,"US","It starts out with a pretty ruby-garnet color with hints of youthful purple, and also has youthful, vibrant aromas of freshly crushed black cherry, blackberry, clove and a distinct black-pepper note. In the mouth, it’s lively, soft and supple. The fruit is intense and so is the spice, and it’s very dry. Good stuff, although it lacks a certain depth.","Mazzoni",87,20,"California","Sonoma County","Sonoma",NA,NA,"Kenwood 1997 Mazzoni Zinfandel (Sonoma County)","Zinfandel","Kenwood","2",1.75
"277",11483,"US","A darker expression of Pinot Gris than the winery's new Marguerite Vineyard bottling, this wine, which is made from fruit grown at lower elevation, sees no oak, and it's crafted without malolactic fermentation. Pronounced notes of almond and vanilla are layered over touches of peach and melon.","Klindt Vineyard",87,19,"California","Anderson Valley",NA,"Virginie Boone","@vboone","Philo Ridge 2010 Klindt Vineyard Pinot Gris (Anderson Valley)","Pinot Gris","Philo Ridge","2",1.75
"278",8637,"Italy","This delivers dense and chewy flavors of spirit-soaked raspberry, nutmeg and chocolate-covered orange. Its velvety smoothness is energized by fresh acidity, making this very easy to enjoy. Pair it with mushroom risotto or semi-seasoned cheeses.",NA,89,30,"Veneto","Valpolicella Classico Superiore Ripasso",NA,"Kerin O’Keefe","@kerinokeefe","Fabiano 2010  Valpolicella Classico Superiore Ripasso","Red Blend","Fabiano","2",2.25
"279",108199,"US","There's lots of sweetness in this polished wine, with pretty orange, peach, vanilla and honeysuckle flavors. It would benefit from greater acidity, though, as it's a bit soft.",NA,86,25,"California","Anderson Valley",NA,NA,NA,"V. Sattui 2011 Riesling (Anderson Valley)","Riesling","V. Sattui","1",1.5
"280",63401,"US","With no oak, this wine depends on richness of fruit to deliver. It offers orange, lemon and papaya flavors that are complex and spicy. There's a lot of acidity that really gets your mouth watering.","Estate Unoaked",87,23,"California","Dry Creek Valley","Sonoma",NA,NA,"Mill Creek 2012 Estate Unoaked Chardonnay (Dry Creek Valley)","Chardonnay","Mill Creek","2",1.75
"281",44327,"Austria","There is a wonderfully aromatic element of something floral and tropical on the nose of this unusual Pinot Gris. The fruit expression is very ripe, reminiscent of melon and juicy pear, highlighted with pineapple and fresh lemon, but there also is ample zesty freshness for balance. If you thought you had tasted all that Pinot Gris has to offer, taste this one, which was created from unpruned vines left to their own devices and bearing deliciously few clusters of delicious fruit.","Graupert",91,19,"Burgenland",NA,NA,"Anne Krebiehl MW","@AnneInVino","Meinklang 2015 Graupert Pinot Gris (Burgenland)","Pinot Gris","Meinklang","3",2.75
"282",7127,"Argentina","Peach, pear, melon and vanilla aromas come with an aromatic sensation of wet rocks. Light and lifted on the palate, with honeydew, pear, lemon and stony flavors, this finishes fresh, clean and lightly powdery, with echoes of apple and pear.","Piedra Negra Alta Colección",87,12,"Mendoza Province","Valle de Uco",NA,"Michael Schachner","@wineschach","François Lurton 2015 Piedra Negra Alta Colección Pinot Gris (Valle de Uco)","Pinot Gris","François Lurton","2",1.75
"283",53145,"Spain","Tropical-fruit aromas are slightly oily but on target for Verdejo. This wine displays a full, round palate held together by acidity and white-fruit tannins. Lightly salty grapefruit flavors finish moderately long, with citrus overtones. Drink as soon as possible.","Federico Paternina",89,15,"Northern Spain","Rueda",NA,"Michael Schachner","@wineschach","Marqués de la Concordia 2016 Federico Paternina Verdejo (Rueda)","Verdejo","Marqués de la Concordia","2",2.25
"284",76686,"France","This wine is tight, mineral and nervy. It misses out on fruitiness, giving a strongly textured character that has an austere aftertaste. Drink from 2016.","Château de la Tour Penet",84,NA,"Burgundy","Mâcon-Villages",NA,"Roger Voss","@vossroger","Terroirs et Talents 2013 Château de la Tour Penet  (Mâcon-Villages)","Chardonnay","Terroirs et Talents","1",1
"285",98422,"US","This blend is a classic brut, of Pinot Noir and Chardonnay. Each variety plays its best hand, with Pinot Noir bringing rich, ripe raspberries, strawberries and tannins. The Chardonnay brings acidity and tantalizing notes of limes. With a silky, refined mousse, this bubbly is extremely attractive.","Wedding Cuvée",92,40,"California","Green Valley","Sonoma",NA,NA,"Iron Horse 2009 Wedding Cuvée Sparkling (Green Valley)","Sparkling Blend","Iron Horse","3",3
"286",67561,"US","A simple but likeable red blend, dry and supple in tannins, with earthy, sweet flavors of berries, cherries, tobacco and cedar.","Echo",86,19,"California","California","California Other",NA,NA,"Stave 28 2008 Echo Red (California)","Red Blend","Stave 28","1",1.5
"287",10397,"US","This is an interesting wine that pushes the boundaries beyond the usual offerings in California. Blended from Viognier, Vermentino, Verdelho and Sauvignon Blanc, it's dry, tart and complex, with a broad range of citrus, white peach, dried apricot and white pepper flavors. Don't serve it too cold.","White4",91,16,"California","Paso Robles","Central Coast",NA,NA,"Vina Robles 2011 White4 White (Paso Robles)","White Blend","Vina Robles","3",2.75
"288",115654,"US","A creamy texture and apple pie flavors make this so rich it's almost a dessert. It is not actually sweet but has a full body and lush viscosity, presumably from barrel fermentation. It shows the shaping influence that barrels can have on heft and mouthfeel without adding heavy oak flavors per se. Delicious!","Altitude 2401 Peek Vineyard",91,20,"California","El Dorado","Sierra Foothills","Jim Gordon","@gordone_cellars","Perry Creek 2012 Altitude 2401 Peek Vineyard Chardonnay (El Dorado)","Chardonnay","Perry Creek","3",2.75
"289",86746,"US","A yeasty baked bread note leads this wine's nose before smoky oak and lushly layered blue and black fruit take over. With spice- and leather-laced flavors, it offers a wealth of brawny structure and lip-smacking succulence, finishing soft.","Heins Block Estate Grown",92,44,"California","Sonoma Valley","Sonoma","Virginie Boone","@vboone","Beltane Ranch 2014 Heins Block Estate Grown Zinfandel (Sonoma Valley)","Zinfandel","Beltane Ranch","3",3
"290",37451,"Australia","Assertively toasty and nutty, this is barrel-fermented in new oak, but in 500-liter puncheons, not the smaller barriques, so that the wood doesn't overwhelm. Peach, vanilla and citrus flavors completely fill the mouth, yet remain fresh and vibrant on the finish. Drink now–2012. Imported by Epic Wines.","Reserve",91,45,"Victoria","Yarra Valley",NA,"Joe Czerwinski","@JoeCz","Yering Station 2005 Reserve Chardonnay (Yarra Valley)","Chardonnay","Yering Station","3",2.75
"291",46261,"France","At three years old, this wine is showing some interesting developed aromas of almond paste and petrol while the lightweight palate displays some nice butter tones. Pick this one up soon, for it seems to be fading.",NA,86,17,"Provence","Coteaux d'Aix-en-Provence",NA,NA,NA,"Le Classique from the 3 Springs Vineyard 2007 White (Coteaux d'Aix-en-Provence)","White Blend","Le Classique from the 3 Springs Vineyard","1",1.5
"292",52608,"Italy","A big, bold expression of Gewürztraminer that opens with bright aromas of natural rubber, passion fruit and candied fruit. It shows huge intensity and a touch of silky sweetness on the close.","Lunare",90,60,"Northeastern Italy","Alto Adige",NA,NA,NA,"Cantina Terlano 2010 Lunare Gewürztraminer (Alto Adige)","Gewürztraminer","Cantina Terlano","3",2.5
"293",1302,"France","Lightly herbaceous, this is a ripe, lively wine. Grapefruit and lemon zest flavors are complemented by fuller apple and quince flavors. A tight minerality in the background will allow the wine to age. Drink from 2016.",NA,89,20,"Loire Valley","Menetou-Salon",NA,"Roger Voss","@vossroger","Domaine de l'Ermitage 2013  Menetou-Salon","Sauvignon Blanc","Domaine de l'Ermitage","2",2.25
"294",122538,"US","A solid Amador County Primitivo from a consistently good producer that is subtle with bright red and blue fruit with a layer of mint and earthy cedar. Well crafted, it tastes light and soft from start to finish.","Indian Creek Vineyard",90,24,"California","Amador County","Sierra Foothills","Virginie Boone","@vboone","Andis 2011 Indian Creek Vineyard Primitivo (Amador County)","Primitivo","Andis","3",2.5
"295",38268,"Austria","With just a hint of lemon and earth on the nose, the slightly dilute palate gives clean-cut freshness and easy, citric charm.","Una",89,11,"Burgenland",NA,NA,"Anne Krebiehl MW","@AnneInVino","Golser Wein 2015 Una Riesling (Burgenland)","Riesling","Golser Wein","2",2.25
"296",14862,"New Zealand","This is firmly built for a wine that includes 69% Merlot. Mint and cedar notes emerge on the nose, while the flavors are black cherry and earth. This medium-bodied wine features an attractive licorice note on the finish, and should easily hold through 2020.","Te Kahu Gimblett Gravels Vineyard Merlot-Cabernet Franc-Cabernet Sauvignon-Malbec",89,20,"Hawke's Bay",NA,NA,"Joe Czerwinski","@JoeCz","Craggy Range 2011 Te Kahu Gimblett Gravels Vineyard Merlot-Cabernet Franc-Cabernet Sauvignon-Malbec Red (Hawke's Bay)","Bordeaux-style Red Blend","Craggy Range","2",2.25
"297",45393,"US","Very mellow and mature tasting, this full-bodied wine leaves no rough edges or elbows sticking out, so sipping it is a pleasure. Aromas are savory, herbaceous and lightly earthy rather than fruity, and the flavors follow the same path.","Old Vine",86,28,"California","Amador County","Sierra Foothills","Jim Gordon","@gordone_cellars","Iron Hub 2013 Old Vine Zinfandel (Amador County)","Zinfandel","Iron Hub","1",1.5
"298",57321,"US","A pleasant enough wine with moderate body and soft tannins. Flavors range from herbal to cherry and plum. An earthy note pervades, however, with a bright finish.",NA,83,35,"California","Russian River Valley","Sonoma",NA,NA,"Martin Family Vineyards 2001 Pinot Noir (Russian River Valley)","Pinot Noir","Martin Family Vineyards","0",0.75
"299",88095,"Spain","A maderized tint signals a wine in decline. Nectarine and mild citrus aromas lack edge or snap, while flavors of apple, melon and white grapefruit are showing oxidized characteristics.","Parra Jiménez",83,11,"Central Spain","La Mancha",NA,"Michael Schachner","@wineschach","Parra Family 2011 Parra Jiménez Verdejo (La Mancha)","Verdejo","Parra Family","0",0.75
"300",69545,"US","This is fresh and citrusy, with lemon and grapefruit aromas that lead to lightly herbal flavors. It tastes almost dry, is medium bodied, and has a good balance of crispness and straightforward fruit character.","Family Reserve",85,8,"California","California","California Other","Jim Gordon","@gordone_cellars","Oak Grove 2013 Family Reserve Sauvignon Blanc (California)","Sauvignon Blanc","Oak Grove","1",1.25
"301",122667,"US","A rich Chardonnay—this is packed with apricot, orange jam, buttered toast and spice flavors that are wrapped into a creamy texture. It's a dry wine, boosted with bright, citrusy acidity.","Dutton Ranch - Mill Station Vineyard",89,40,"California","Russian River Valley","Sonoma",NA,NA,"Armida 2010 Dutton Ranch - Mill Station Vineyard Chardonnay (Russian River Valley)","Chardonnay","Armida","2",2.25
"302",33140,"Spain","Floral red-plum aromas come with a welcome note of wild herbs. A punchy, stout palate is juicy and possesses short, bold plum and boysenberry flavors. This bright Garnacha doesn't fall off on the finish; it's a good choice for burgers or tacos.","El Circo Acróbata",85,8,"Northern Spain","Cariñena",NA,"Michael Schachner","@wineschach","Grandes Vinos y Viñedos 2013 El Circo Acróbata Garnacha (Cariñena)","Garnacha","Grandes Vinos y Viñedos","1",1.25
"303",88692,"Italy","Made entirely with Sangiovese, this offers lovely aromas of iris, fresh violet, perfumed berry and a whiff of sweet baking spice. The elegantly structured palate doles out juicy black cherry, crushed raspberry, mocha, white pepper and cinnamon while firm, velvety tannins offer support. It closes on a tobacco note. It's already delicious but hold for complexity. Drink 2016–2021.","Lamole Gran Selezione",94,60,"Tuscany","Chianti Classico",NA,"Kerin O’Keefe","@kerinokeefe","Castelli del Grevepesa 2011 Lamole Gran Selezione  (Chianti Classico)","Sangiovese","Castelli del Grevepesa","4",3.5
"304",48977,"Spain","Jammy and flat smelling, with little to no depth to the nose. The palate is snappy but there's just enough body to offset the acidity, while the flavors of red fruits are tart and regular. Dull tasting, with a fairly long finish that's unexciting.","Vertus",82,10,"Levante","Utiel-Requena",NA,"Michael Schachner","@wineschach","Bodegas Iranzo 2009 Vertus Tempranillo (Utiel-Requena)","Tempranillo","Bodegas Iranzo","0",0.5
"305",122843,"Spain","Dusty, leesy aromas of apple and vanilla are sturdy. This brut Cava is fresh and modestly elegant on the palate, with lime, apple and tarragon flavors. A dry, confident finish offers apple and citrus flavors and a sense of ease.","Brut Reserva",89,17,"Catalonia","Cava",NA,"Michael Schachner","@wineschach","Bohigas NV Brut Reserva Sparkling (Cava)","Sparkling Blend","Bohigas","2",2.25
"306",112162,"US","The extreme side of the grape variety comes out in this boisterous wine that smells like lemon and garlic, tastes like gooseberries and grapefruit, and has that vibrant, crisp texture that goes great with seafood.","Les Pionniers",88,45,"California","California","California Other","Jim Gordon","@gordone_cellars","Captûre 2014 Les Pionniers Sauvignon Blanc (California)","Sauvignon Blanc","Captûre","2",2
"307",51175,"US","This Bordeaux blend brings expressive, dark, tannic, coffee/toasty flavors to the party. The juice is dark and tangy, tight and compact, but fully ripe and balanced nicely against the tannins and natural acidity. The flavors are layered and seamless, rather than floating along the top of the wine and relying on sugar and oak to fill in where the fruit is lacking. This should be your everyday go-to bottle for Cabernet.","Columbia Valley",90,25,"Washington","Columbia Valley (WA)","Columbia Valley","Paul Gregutt","@paulgwine ","Novelty Hill 2005 Columbia Valley Cabernet Sauvignon (Columbia Valley (WA))","Cabernet Sauvignon","Novelty Hill","3",2.5
"308",81738,"US","Smoky aromas and lean fruit and herb flavors give a sense of reserve and dryness to this medium-bodied wine. It will be good as a house red that doesn't have to be the center of attention.",NA,85,14,"California","Amador County","Sierra Foothills","Jim Gordon","@gordone_cellars","Clos du Lac 2012 Syrah (Amador County)","Syrah","Clos du Lac","1",1.25
"309",11206,"France","Despite being barrel fermented and matured, this Condrieu retains a remarkable amount of varietal character in its flamboyantly floral and spicy aromas. It's full bodied, broad and richly textured, yet avoids any sense of heaviness, finishing on hints of honey and white pepper. Drink now–2020.","La Doriane",94,140,"Rhône Valley","Condrieu",NA,"Joe Czerwinski","@JoeCz","E. Guigal 2010 La Doriane  (Condrieu)","Viognier","E. Guigal","4",3.5
"310",45796,"Italy","The nose is still a bit closed but eventually reveals black-skinned berry, dark spice, iris and a whiff of tilled soil. The palate is more expressive and downright delicious, offering juicy black cherry, raspberry jam, cinnamon and a touch of exotic spice. Firm, fine-grained tannins and fresh acidity provide the framework while a licorice note closes the lingering finish. Drink 2020–2032.","Riserva",96,195,"Tuscany","Brunello di Montalcino",NA,"Kerin O’Keefe","@kerinokeefe","Fuligni 2010 Riserva  (Brunello di Montalcino)","Sangiovese","Fuligni","5",4
"311",73556,"US","Lake County remains a serious place for Cabernet Sauvignon and Six Sigma is one of its better Cab practitioners. This 2007 version all rich and yeasty baked bread until it delves into black olive, dark plum and black tea flavors, finished by caramel and vanilla, all in all a refreshingly light touch.",NA,88,42,"California","Lake County",NA,"Virginie Boone","@vboone","Six Sigma Ranch 2007 Cabernet Sauvignon (Lake County)","Cabernet Sauvignon","Six Sigma Ranch","2",2
"312",23303,"Portugal","Almost black in color, this densely ripe wine is powered by wood aging and dark tannins. The blend of Syrah, Alicante Bouschet, Aragonez and Cabernet Sauvignon is tough, firm and tannic while also having big, bold juicy black plum flavors. Drink from 2017.",NA,91,15,"Alentejano",NA,NA,"Roger Voss","@vossroger","Perescuma 2013 Red (Alentejano)","Portuguese Red","Perescuma","3",2.75
"313",78242,"US","Ultra-ripe, this Cab is decadently tasty, but not really dry. It's almost as gooey soft and sweet as a dessert pastry, with flavors of pie crust, chocolate pudding, sweet blackberry jam, currants and licorice. Drink now.",NA,87,60,"California","Napa Valley","Napa",NA,NA,"Brookman 2005 Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Brookman","2",1.75
"314",91466,"US","White pepper and vanilla bean aromas give this richly textured, concentrated and subtly fruity wine a spicy start. It has a bright yellow-gold color and has gained complexity through extended aging before release. Savory consomée and dried herb characteristics accent its substantial core of apple butter flavor.","Seven Generations",92,26,"California","El Dorado","Sierra Foothills","Jim Gordon","@gordone_cellars","Skinner 2014 Seven Generations White (El Dorado)","White Blend","Skinner","3",3
"315",38560,"US","This is a very dry Pinot Noir, lowish in alcohol by current standards. It's not showing particularly well now, with a sour cherry and cranberry tartness that makes the mouth water. You can chew on this wine and it reveals plenty of mushroomy, meaty complexities, but it remains aloof and tough. Give it at least five years in a good cellar.","Les Bon Temps Roule",89,55,"California","Santa Barbara County","Central Coast",NA,NA,"Martellotto 2011 Les Bon Temps Roule Pinot Noir (Santa Barbara County)","Pinot Noir","Martellotto","2",2.25
"316",59049,"US","This mild-flavored wine delivers light apple, floral, almond and maraschino-cherry flavors, a smooth, soft texture and medium body. Although subtle, it does develop more complexity in the glass.","Buttner Vineyard",85,28,"California","Livermore Valley","Central Coast","Jim Gordon","@gordone_cellars","Las Positas 2013 Buttner Vineyard Pinot Gris (Livermore Valley)","Pinot Gris","Las Positas","1",1.25
"317",110833,"Germany","The best Mosel Rieslings of the difficult 2013 vintage all juxtapose plump, luscious yellow fruit against spine-tingling acidity. Dancing and delicate, this is a classic example of the style. It seems demure in stature, yet packs a punch of complexity and flavor from start to finish.","Brauneberger Juffer Spätlese",92,38,"Mosel",NA,NA,"Anna Lee C. Iijima",NA,"Fritz Haag 2013 Brauneberger Juffer Spätlese Riesling (Mosel)","Riesling","Fritz Haag","3",3
"318",7277,"US","This dry wine from one of Anderson Valley's storied vineyard properties is full bodied, with a wonderfully rich texture and subtly fruity and layered flavors. Try this in place of a Chardonnay with cheese or seafood for a change of pace.","Ferrington Vineyard",89,19,"California","Anderson Valley",NA,"Jim Gordon","@gordone_cellars","Philo Ridge 2013 Ferrington Vineyard Gewürztraminer (Anderson Valley)","Gewürztraminer","Philo Ridge","2",2.25
"319",24421,"Italy","Made entirely from organically grown Sangiovese, this opens with red plum, new leather and underbrush aromas. The full-bodied palate delivers crushed raspberry, black cherry, pipe tobacco and a hint of black pepper, with polished tannins providing backbone. Drink through 2022.","Riserva",92,30,"Tuscany","Chianti Rufina",NA,"Kerin O’Keefe","@kerinokeefe","I Veroni 2013 Riserva  (Chianti Rufina)","Sangiovese","I Veroni","3",3
